timestamp,open,high,low,close,volume
2018-11-01,185.8100,188.0600,184.2650,187.9300,686853
2018-10-31,183.5800,186.8500,183.2200,185.3900,679957
2018-10-30,178.1600,181.1800,177.4100,180.9700,904126
2018-10-29,184.3200,185.4799,175.1200,178.6800,973782
2018-10-26,180.9300,184.9300,178.9600,181.6800,864168
2018-10-25,182.0300,186.3300,181.7100,185.4000,1115807
2018-10-24,187.7100,188.0680,179.4200,179.6300,990959
2018-10-23,185.1400,189.0800,183.0200,188.0700,890141
2018-10-22,188.0400,189.9100,186.9300,188.7800,752606
2018-10-19,188.8000,190.5900,186.6600,187.2600,503855
2018-10-18,190.8100,190.8100,186.6695,187.8000,1090498
2018-10-17,192.8300,192.8300,190.0000,191.6700,566123
2018-10-16,188.8757,192.9400,188.5000,192.3500,682880
2018-10-15,188.8100,189.1400,186.2600,186.5500,655139
2018-10-12,188.5800,189.8500,185.7150,189.2600,1150423
2018-10-11,185.4300,188.4920,182.2600,183.6000,1910203
2018-10-10,194.3800,194.3800,185.8400,186.2000,1403600
2018-10-09,194.6900,196.4400,194.2953,195.2700,649518
2018-10-08,196.5000,196.8000,192.5700,194.7600,777144
2018-10-05,199.9100,200.5100,195.3100,197.3500,752694
2018-10-04,202.7900,203.0000,198.6000,199.9800,705652
2018-10-03,203.5000,204.4400,203.2240,203.5600,418737
2018-10-02,202.9300,204.0100,202.1801,202.6700,646540
2018-10-01,203.5800,204.1999,202.4750,202.9300,506109
2018-09-28,201.3700,202.7900,201.2700,202.5600,312649
2018-09-27,201.5100,202.3700,201.4700,201.6600,388124
2018-09-26,201.8300,202.6100,200.3500,200.6600,520722
2018-09-25,201.5600,202.0299,200.8600,201.6100,309610
2018-09-24,199.8300,201.6600,198.9100,201.5400,438246
2018-09-21,202.5600,202.9700,201.0700,201.4500,699282
2018-09-20,200.8600,202.1300,200.1300,201.7700,795659
2018-09-19,200.7500,201.3230,198.8300,199.6100,507935
2018-09-18,199.3600,201.5000,199.1700,200.6000,799308
2018-09-17,202.1200,202.3720,199.0700,199.2900,367743
2018-09-14,202.4100,203.3360,201.3700,202.3500,372862
2018-09-13,201.1000,203.0100,201.0100,202.1600,420149
2018-09-12,200.0900,200.1200,197.5296,199.8500,441324
2018-09-11,198.2200,200.7564,197.7800,200.2400,513744
2018-09-10,199.0700,199.2300,197.7800,198.9800,352324
2018-09-07,197.7900,200.1299,197.4509,198.2500,457264
2018-09-06,199.9300,200.2999,197.5000,198.8600,510177
2018-09-05,202.9300,202.9300,198.8800,199.9300,543354
2018-09-04,202.4400,203.1800,201.2100,203.0900,510743
2018-08-31,201.5500,203.1300,201.5500,202.8000,331874
2018-08-30,201.8200,203.0718,201.1810,201.7300,480183
2018-08-29,200.3200,202.3464,200.3200,202.2200,3916073
2018-08-28,200.0100,200.4600,199.3800,200.3000,338452
2018-08-27,198.7400,199.5955,198.2500,199.3500,449356
2018-08-24,196.1900,197.8700,196.1900,197.8300,367455
2018-08-23,194.8600,196.4800,194.7900,195.5900,325742
2018-08-22,193.6400,195.2900,193.3500,194.9700,292436
2018-08-21,194.0100,195.1210,193.8400,193.9800,345111
2018-08-20,194.2100,194.2500,192.6500,193.5600,438992
2018-08-17,192.4400,194.0800,191.8800,193.7400,400721
2018-08-16,193.3000,193.9200,192.7100,193.0600,333725
2018-08-15,192.4100,193.1450,190.3802,191.8800,441726
2018-08-14,193.0300,193.7700,191.9400,193.5900,469941
2018-08-13,193.0400,194.3600,192.2400,192.3300,389872
2018-08-10,192.6000,193.6434,191.9453,192.6900,368348
2018-08-09,193.9400,194.7700,193.7800,193.9600,500809
2018-08-08,193.3000,194.0300,192.6000,193.7800,427364
2018-08-07,193.2700,193.8920,192.9000,193.4100,346419
2018-08-06,191.4200,192.6590,191.1400,192.6400,311075
2018-08-03,191.2200,191.5300,189.9200,191.5100,357170
2018-08-02,186.8100,191.2900,186.5100,191.0200,369155
2018-08-01,187.5000,188.7500,187.1300,188.3000,385684
2018-07-31,186.1500,187.3800,184.9700,186.1600,540725
2018-07-30,189.1500,189.1599,184.4700,185.6000,585671
2018-07-27,192.9800,192.9999,187.8100,188.9900,498841
2018-07-26,192.4900,193.4300,192.0894,192.7400,471406
2018-07-25,190.8700,193.5000,190.6550,193.4100,290642
2018-07-24,192.1100,192.8600,190.0700,190.6600,438643
2018-07-23,189.7900,191.1000,188.8300,190.9500,348442
2018-07-20,190.9600,191.2250,189.9400,190.2000,326933
2018-07-19,190.2000,190.9496,189.8900,190.3300,305349
2018-07-18,190.6600,190.7000,189.7200,190.5300,300404
2018-07-17,187.9300,190.9150,187.4400,190.6400,387809
2018-07-16,189.8100,190.0900,188.8100,189.1000,360575
2018-07-13,190.0500,190.2990,189.1300,189.7600,320138
2018-07-12,187.7000,190.0500,187.4097,190.0000,340558
2018-07-11,186.4600,187.7000,186.1101,186.8300,358971
2018-07-10,187.7400,188.4400,187.4400,187.8200,859863
2018-07-09,186.8600,187.4400,185.9000,187.4400,343395
2018-07-06,183.9200,186.1300,183.4100,185.8300,324234
2018-07-05,182.3700,183.7400,181.8000,183.6400,597241
2018-07-03,184.0000,184.1900,181.1486,181.2600,330352
2018-07-02,179.9900,183.3000,179.6650,183.3000,534730
2018-06-29,182.0200,183.0200,181.3500,181.4000,354516
2018-06-28,178.9700,181.8664,178.9700,181.2900,790920
2018-06-27,183.0800,183.8200,179.6700,179.7300,584851
2018-06-26,182.2200,183.7400,181.8410,182.5300,555750
2018-06-25,184.4900,184.4900,180.1000,181.5700,933858
2018-06-22,187.2700,187.2700,185.2500,185.8700,305782
2018-06-21,189.0800,189.3100,186.4550,186.8600,655747
2018-06-20,188.4800,189.3200,188.2500,188.5300,401920
2018-06-19,186.9100,188.0200,185.4700,188.0100,525348
