timestamp,open,high,low,close,volume
2018-08-10,42.9600,43.0235,42.7850,42.9100,115169
2018-08-09,43.2600,43.2950,43.1678,43.1800,96822
2018-08-08,43.2400,43.2500,43.1200,43.1900,136905
2018-08-07,43.2700,43.3070,43.1700,43.2300,101744
2018-08-06,43.0500,43.1773,42.9110,43.1290,87066
2018-08-03,42.8000,43.0536,42.8000,43.0500,68266
2018-08-02,42.4200,42.8622,42.4000,42.7800,92892
2018-08-01,42.7600,42.8900,42.5501,42.6400,113551
2018-07-31,42.6500,42.8650,42.6500,42.7600,132627
2018-07-30,42.5900,42.7600,42.4710,42.5100,64476
2018-07-27,43.0000,43.0000,42.5900,42.7200,88709
2018-07-26,42.9400,43.1300,42.9400,43.0646,131347
2018-07-25,42.4300,42.9390,42.4289,42.8900,112352
2018-07-24,42.4500,42.6199,42.4100,42.5200,96630
2018-07-23,42.3500,42.4200,42.2900,42.3900,113489
2018-07-20,42.3800,42.4652,42.3350,42.3650,60127
2018-07-19,42.3700,42.4700,42.2600,42.3800,95520
2018-07-18,42.4600,42.4900,42.3600,42.4800,95047
2018-07-17,42.1100,42.4390,42.1100,42.4000,111856
2018-07-16,42.2700,42.3100,42.1000,42.1800,170391
2018-07-13,42.1100,42.3300,42.0300,42.3100,140728
2018-07-12,42.0400,42.1800,41.9850,42.1700,87365
2018-07-11,41.9100,41.9624,41.7400,41.7900,137889
2018-07-10,42.0200,42.1701,42.0200,42.1701,78026
2018-07-09,41.7100,41.9600,41.7100,41.9400,87676
2018-07-06,41.3000,41.6500,41.2300,41.5400,94672
2018-07-05,41.1900,41.3000,40.9900,41.3000,115149
2018-07-03,41.2800,41.2800,40.8800,40.9100,52052
2018-07-02,40.7300,41.0900,40.7300,41.0800,110784
2018-06-29,41.1300,41.3700,41.0100,41.0100,358460
2018-06-28,40.6100,40.9950,40.5800,40.8600,82467
2018-06-27,41.1400,41.3638,40.7400,40.7500,94744
2018-06-26,41.1400,41.2051,41.0000,41.0400,215166
2018-06-25,41.4500,41.4500,40.8100,41.1000,174388
2018-06-22,41.8100,41.8200,41.6200,41.6800,74768
2018-06-21,41.8000,41.8000,41.5032,41.5600,75694
2018-06-20,42.0200,42.0200,41.7900,41.8600,79983
2018-06-19,41.7300,41.8900,41.6299,41.8500,104110
2018-06-18,42.0400,42.1261,41.9300,42.1000,122874
2018-06-15,42.1700,42.3500,42.0399,42.3300,76258
2018-06-14,42.3500,42.4900,42.2100,42.2800,140691
2018-06-13,42.5100,42.5295,42.2400,42.2500,114479
