timestamp,open,high,low,close,volume
2018-11-01,41.6200,42.0045,41.4809,41.9800,228805
2018-10-31,41.6400,41.8660,41.4700,41.5100,226345
2018-10-30,40.5400,41.3100,40.5400,41.2900,351677
2018-10-29,41.1500,41.4200,40.0300,40.6000,242342
2018-10-26,40.6900,41.1300,40.2600,40.7200,427074
2018-10-25,40.8000,41.4101,40.6000,41.1800,324331
2018-10-24,41.6700,41.7000,40.4300,40.5100,279628
2018-10-23,41.3200,41.8800,40.9510,41.6700,323521
2018-10-22,42.1600,42.2300,41.8200,41.9400,167374
2018-10-19,42.3100,42.4800,42.0000,42.0900,170827
2018-10-18,42.7600,42.7600,42.0350,42.2500,162243
2018-10-17,42.8700,42.9200,42.4264,42.8100,232927
2018-10-16,42.4200,42.9601,42.3101,42.9100,139221
2018-10-15,42.1500,42.4500,42.1100,42.1200,210528
2018-10-12,42.3200,42.4400,41.6957,42.1900,551521
2018-10-11,42.5100,42.7753,41.5000,41.7700,696231
2018-10-10,43.8900,43.8900,42.6400,42.6800,422700
2018-10-09,44.1000,44.2000,43.9128,43.9900,185660
2018-10-08,44.0400,44.1900,43.7800,44.1500,130100
2018-10-05,44.2700,44.3600,43.7800,44.0400,218089
2018-10-04,44.5400,44.5450,44.0300,44.2600,218562
2018-10-03,44.7300,44.9000,44.5200,44.5800,170215
2018-10-02,44.5000,44.6463,44.4400,44.5200,193228
2018-10-01,44.5700,44.6300,44.4190,44.5200,143966
2018-09-28,44.2300,44.4000,44.2288,44.3300,241078
2018-09-27,44.4100,44.4950,44.2200,44.2900,175939
2018-09-26,44.4100,44.5600,44.1800,44.2500,147274
2018-09-25,44.5600,44.5600,44.3100,44.3300,292195
2018-09-24,44.8000,44.8000,44.5500,44.5800,276962
2018-09-21,44.9100,44.9580,44.7500,44.8100,258359
2018-09-20,44.5900,44.8200,44.5800,44.7500,98740
2018-09-19,44.2800,44.5500,44.2800,44.4300,193358
2018-09-18,44.3100,44.5300,44.2600,44.4400,162800
2018-09-17,44.3700,44.4300,44.1800,44.1900,134033
2018-09-14,44.4200,44.4200,44.2671,44.4000,214310
2018-09-13,44.3200,44.4000,44.2400,44.3600,120121
2018-09-12,44.0300,44.1900,43.9900,44.0900,149797
2018-09-11,43.8700,44.1000,43.7900,44.0300,206621
2018-09-10,44.0000,44.1100,43.9000,43.9000,272984
2018-09-07,43.8600,44.0000,43.7200,43.8700,112309
2018-09-06,43.9300,44.0600,43.7800,43.9500,107320
2018-09-05,43.8600,43.9900,43.7300,43.9400,165756
2018-09-04,43.8200,43.9200,43.7150,43.9000,127374
2018-08-31,43.8000,43.9300,43.7110,43.9200,113669
2018-08-30,44.0000,44.0200,43.7700,43.8400,105127
2018-08-29,43.8900,44.0900,43.8500,44.0500,357046
2018-08-28,44.0000,44.0000,43.8450,43.8800,227946
2018-08-27,43.8000,43.9500,43.6500,43.9200,160707
2018-08-24,43.4400,43.6300,43.4260,43.5700,148175
2018-08-23,43.3600,43.5244,43.3400,43.3800,155278
2018-08-22,43.4700,43.5450,43.4000,43.4400,138738
2018-08-21,43.6000,43.6200,43.4600,43.5000,187896
2018-08-20,43.4200,43.5600,43.4200,43.5199,133002
2018-08-17,43.1900,43.4600,43.1300,43.3900,215787
2018-08-16,43.0400,43.2700,43.0400,43.1700,93702
2018-08-15,42.7300,42.8680,42.5000,42.8300,110891
2018-08-14,42.8800,43.0522,42.8500,42.9700,109384
2018-08-13,42.9600,43.0300,42.6968,42.7500,160918
