timestamp,open,high,low,close,volume
2018-09-17,1954.7300,1956.8200,1887.4100,1908.0300,7050192
2018-09-14,1992.9300,1993.6500,1959.2200,1970.1900,3642030
2018-09-13,2000.0000,2008.7600,1982.0300,1989.8700,3621511
2018-09-12,1994.0000,2000.0000,1962.4400,1990.0000,4414012
2018-09-11,1928.2700,1988.8800,1917.0000,1987.1500,5033645
2018-09-10,1971.0000,1973.0400,1931.5200,1939.0100,4544831
2018-09-07,1938.7100,1975.2000,1937.3500,1952.0700,4892643
2018-09-06,2006.5100,2007.5000,1935.2100,1958.3100,7488680
2018-09-05,2038.1100,2040.3800,1989.8900,1994.8200,8220576
2018-09-04,2026.5000,2050.5000,2013.0000,2039.5100,5721093
2018-08-31,2007.0000,2022.3800,2004.7400,2012.7100,4204378
2018-08-30,1997.4200,2025.5700,1986.9000,2002.3800,7277257
2018-08-29,1953.4500,1998.6900,1948.9400,1998.1000,6531761
2018-08-28,1937.7300,1941.7800,1928.8200,1932.8200,3100727
2018-08-27,1915.0000,1927.7000,1909.2800,1927.6800,3569037
2018-08-24,1910.5100,1916.0100,1902.5400,1905.3900,2800863
2018-08-23,1907.1700,1919.5000,1900.7600,1902.9000,3562997
2018-08-22,1876.6400,1905.8000,1876.6400,1904.9000,3080464
2018-08-21,1880.0000,1897.7500,1874.4000,1883.4200,3105626
2018-08-20,1890.5700,1891.7500,1866.0600,1876.7100,2862016
2018-08-17,1885.8000,1888.0000,1855.5500,1882.2200,4104300
2018-08-16,1903.9400,1905.0000,1883.5500,1886.5200,3957090
2018-08-15,1909.5500,1916.2100,1869.7900,1882.6200,7700682
2018-08-14,1919.3900,1921.0100,1900.0000,1919.6500,3986123
2018-08-13,1898.5000,1925.0000,1893.6700,1896.2000,5531475
2018-08-10,1888.5100,1899.5000,1878.2100,1886.3000,3639927
2018-08-09,1882.0000,1914.5700,1877.4800,1898.5200,4860374
2018-08-08,1861.0000,1891.5100,1854.5000,1886.5200,3963017
2018-08-07,1854.5300,1869.7200,1846.2700,1862.4800,3377473
2018-08-06,1825.8100,1847.7700,1818.9200,1847.7500,3391825
2018-08-03,1837.7400,1841.0000,1821.5000,1823.2900,3460487
2018-08-02,1788.7700,1836.5600,1786.0000,1834.3300,4354681
2018-08-01,1784.0000,1798.4400,1776.0200,1797.1700,4153096
2018-07-31,1786.4900,1801.8300,1739.3200,1777.4400,5738713
2018-07-30,1827.3300,1829.5000,1766.0200,1779.2200,6562321
2018-07-27,1876.0500,1880.0500,1806.5300,1817.2700,9680959
2018-07-26,1839.0000,1844.6800,1804.5000,1808.0000,9924371
2018-07-25,1829.3000,1863.8400,1822.6400,1863.6100,3836333
2018-07-24,1829.0100,1840.0000,1809.3800,1829.2400,4278723
2018-07-23,1812.2100,1819.0000,1769.9900,1802.0000,3888462
2018-07-20,1825.0100,1834.8400,1810.0600,1813.7000,3891566
2018-07-19,1829.4600,1841.0000,1811.2700,1812.9700,4676942
2018-07-18,1848.0000,1858.8800,1831.2700,1842.9200,4861913
2018-07-17,1811.5600,1851.6900,1797.3800,1843.9300,5682881
2018-07-16,1821.9500,1841.9500,1814.4500,1822.4900,5466195
2018-07-13,1803.9300,1815.3000,1795.2200,1813.0300,4386679
2018-07-12,1764.5100,1798.0000,1762.1800,1796.6200,4532743
2018-07-11,1737.9900,1756.9600,1734.0000,1755.0000,3209782
2018-07-10,1738.5300,1750.0000,1731.0000,1743.0700,3002905
2018-07-09,1724.0500,1739.5600,1716.2300,1739.0200,3011988
2018-07-06,1696.0000,1715.2700,1691.6700,1710.6300,2650262
2018-07-05,1705.3800,1710.6900,1682.1500,1699.7300,2983110
2018-07-03,1723.9600,1725.0000,1692.4800,1693.9600,2177276
2018-07-02,1682.7000,1713.8900,1678.0600,1713.7800,3185696
2018-06-29,1717.0000,1723.4100,1694.3200,1699.8000,4543508
2018-06-28,1672.5400,1705.5000,1661.1700,1701.4500,4529700
2018-06-27,1708.1100,1711.9500,1660.0000,1660.5100,4872201
2018-06-26,1672.3700,1701.5700,1663.3400,1691.0900,4386585
2018-06-25,1702.5100,1705.0000,1646.3100,1663.1500,7511196
2018-06-22,1742.6200,1743.0000,1711.9000,1715.6700,4075124
2018-06-21,1760.0000,1763.1000,1717.5600,1730.2200,4941148
2018-06-20,1742.5000,1762.9300,1741.3600,1750.0800,4332591
2018-06-19,1709.0400,1736.1100,1700.3900,1734.7800,4290117
2018-06-18,1706.2600,1726.7400,1702.5600,1723.7900,3107742
2018-06-15,1714.0000,1720.8700,1708.5200,1715.9700,4777646
2018-06-14,1713.4800,1724.8000,1708.8700,1723.8600,3174415
2018-06-13,1702.8100,1713.7500,1700.1200,1704.8600,3327529
