timestamp,open,high,low,close,volume
2018-11-01,1623.5300,1670.4500,1598.4400,1665.5300,8048753
2018-10-31,1569.9900,1623.9100,1565.0900,1598.0100,9390211
2018-10-30,1486.1600,1540.9900,1476.3600,1530.4200,12460086
2018-10-29,1660.0000,1665.7400,1495.0000,1538.8800,13866077
2018-10-26,1649.5900,1698.4600,1603.0000,1642.8100,14963783
2018-10-25,1703.3400,1794.8100,1692.0100,1782.1700,10285742
2018-10-24,1773.7000,1777.7100,1656.5600,1664.2000,6928383
2018-10-23,1742.2400,1776.3400,1714.0000,1768.7000,6723913
2018-10-22,1784.0000,1809.5000,1756.0000,1789.3000,4500015
2018-10-19,1785.1600,1809.1000,1753.0000,1764.0300,5907246
2018-10-18,1821.4900,1830.1500,1767.8700,1770.7200,5873995
2018-10-17,1842.7900,1845.0000,1807.0000,1831.7300,5295177
2018-10-16,1783.5000,1823.8800,1761.5500,1819.9600,5859918
2018-10-15,1795.0000,1795.0500,1734.2300,1760.9500,6437162
2018-10-12,1808.0000,1808.9500,1742.5300,1788.6100,9444587
2018-10-11,1724.0000,1755.4000,1685.1000,1719.3600,13935872
2018-10-10,1857.8900,1858.5600,1754.4100,1755.2500,10988855
2018-10-09,1859.9900,1896.6800,1852.3200,1870.3200,4772866
2018-10-08,1874.0000,1902.0000,1830.6600,1864.4200,7393199
2018-10-05,1917.9900,1929.0800,1862.8300,1889.6500,6822327
2018-10-04,1949.0000,1956.0000,1896.5700,1909.4200,7256973
2018-10-03,1981.7000,1989.7000,1949.8100,1952.7600,5253131
2018-10-02,1999.9900,2013.3900,1965.7700,1971.3100,5400749
2018-10-01,2021.9900,2033.1900,2003.6000,2004.3600,3468285
2018-09-28,2004.4100,2026.5200,1996.4600,2003.0000,4085135
2018-09-27,1993.2400,2016.1600,1988.5800,2012.9800,4329391
2018-09-26,1968.5000,1995.2500,1961.5200,1974.8500,4313459
2018-09-25,1942.9000,1975.9100,1938.8500,1974.5500,4538407
2018-09-24,1903.7900,1936.8800,1865.0000,1934.3600,4213728
2018-09-21,1954.2200,1957.3100,1910.5000,1915.0100,6855898
2018-09-20,1938.5800,1955.0000,1932.2500,1944.3000,3154934
2018-09-19,1940.5000,1940.8300,1904.9000,1926.4200,4056822
2018-09-18,1918.6500,1958.2000,1915.4400,1941.0500,4268706
