timestamp,open,high,low,close,volume
2018-11-01,212.3000,218.4900,207.1900,218.1100,14045037
2018-10-31,209.6500,212.5900,204.0100,210.8300,18644304
2018-10-30,186.5500,203.4000,185.6200,203.0000,20179768
2018-10-29,203.9900,204.1300,176.0100,185.6200,18950441
2018-10-26,198.3100,204.8420,193.1200,198.2900,16619628
2018-10-25,195.4700,209.7500,193.6815,207.8400,23793040
2018-10-24,219.5100,221.3900,198.8500,199.4100,22107199
2018-10-23,220.4300,224.1900,216.7100,221.0600,15660945
2018-10-22,231.2800,235.3200,227.0700,231.2200,9221091
2018-10-19,241.7600,242.5500,227.7000,229.1700,15340249
2018-10-18,245.8600,247.4100,237.0900,239.5300,13100548
2018-10-17,248.3400,249.8800,241.0800,243.0600,8241701
2018-10-16,239.9300,246.2800,237.9400,245.8300,10217795
2018-10-15,246.0000,246.0000,235.3400,235.3800,11244032
2018-10-12,245.5066,249.5412,239.6500,246.5400,15205917
2018-10-11,242.1700,247.5600,234.2610,235.1300,18135929
2018-10-10,261.2600,263.1100,245.6000,245.6900,17123454
2018-10-09,264.9400,268.7600,262.8000,265.5400,6837493
2018-10-08,266.5000,271.1600,260.0800,265.7700,10215265
2018-10-05,278.2900,280.8000,267.5400,269.8600,10665861
2018-10-04,285.2700,286.2500,276.1800,279.2900,9780489
2018-10-03,289.3200,289.6200,282.5300,286.7300,8013769
2018-10-02,288.2500,292.7600,285.5800,286.4800,9599118
2018-10-01,284.1600,292.0600,282.6000,289.3600,15551453
2018-09-28,272.7300,281.9152,271.6000,281.0200,17734914
2018-09-27,268.3400,269.2000,266.1295,267.4000,5360717
2018-09-26,268.6100,270.2400,266.2800,266.9200,6713688
2018-09-25,268.3700,269.4200,264.9100,268.4100,7009746
2018-09-24,262.2000,265.8400,258.6800,265.7000,7347826
2018-09-21,266.7600,268.6000,262.1100,263.4500,10878157
2018-09-20,267.0500,268.7600,264.1000,266.2800,10764569
2018-09-19,270.2725,272.6990,268.2500,271.9800,5621465
2018-09-18,274.0900,278.2400,270.7500,271.0200,7488023
2018-09-17,275.4019,277.3800,273.1500,273.9300,5138189
2018-09-14,274.9900,279.1000,273.5000,276.4300,9673380
2018-09-13,270.8600,275.0000,270.1610,271.3400,7638387
2018-09-12,271.1900,271.9800,261.9200,268.2000,10477259
2018-09-11,272.8600,276.3999,272.0200,272.8000,6077818
2018-09-10,272.7700,275.9300,271.0000,274.7300,5503457
2018-09-07,269.0000,276.9300,267.1900,271.8600,7385468
2018-09-06,277.7600,277.8600,271.3910,272.7200,8069889
2018-09-05,282.9900,284.4200,275.1500,278.4200,9828919
2018-09-04,280.1500,285.2200,279.0000,283.7000,9793027
2018-08-31,277.0000,281.2000,276.6000,280.6800,7664750
2018-08-30,277.2300,281.7170,276.3200,277.8100,8665230
2018-08-29,273.9200,279.5000,273.0800,278.4900,10502741
2018-08-28,275.6600,276.5800,269.5300,274.3800,11884595
2018-08-27,273.4200,278.9000,272.1450,275.9000,12644437
2018-08-24,267.1800,272.8100,267.0000,272.2200,13287762
2018-08-23,261.2600,269.4800,260.7012,266.8400,18017114
2018-08-22,252.0000,263.0200,251.8600,262.8200,18746422
2018-08-21,248.5000,253.5000,247.7000,253.3200,16849710
2018-08-20,243.1800,253.2000,238.7200,247.8400,21359655
2018-08-17,252.9400,252.9700,243.7300,244.8200,28579694
2018-08-16,261.9000,262.0000,255.0100,257.4400,20031476
2018-08-15,262.2700,263.6390,255.9000,259.0800,14778394
2018-08-14,260.3800,262.0000,257.0200,261.4300,11655486
2018-08-13,255.1400,261.0000,255.0700,256.1200,9380158
2018-08-10,253.1500,256.1000,252.7000,254.7900,6415668
2018-08-09,259.1400,259.2500,256.1500,256.4600,5106962
2018-08-08,257.0000,260.2400,255.5900,258.4200,6552462
